Country, Year,Week,Received/ collected,A (H1),A (H1N1)pdm09,A (H3),A (H5),A (not subtyped),A (Total),B (Yamagata lineage),B (Victoria lineage),B (lineage not determined),B (Total),Total number of influenza positive viruses,ILI activity
France,2002,45,,0,,0,,0,0,,,,,0,No Activity
France,2002,46,,0,,0,,0,0,,,2,2,2,Sporadic
France,2002,47,,0,,0,,2,2,,,4,4,6,Sporadic
France,2002,48,,0,,0,,2,2,,,3,3,5,Sporadic
France,2002,49,,2,,0,,0,2,,,4,4,6,Sporadic
France,2002,50,,5,,0,,3,8,,,14,14,22,Sporadic
France,2002,51,,0,,0,,3,3,,,10,10,13,Sporadic
France,2002,52,,2,,0,,2,4,,,3,3,7,Local Outbreak
France,2003,1,,0,,1,,4,5,,,9,9,14,Sporadic
France,2003,2,,0,,0,,1,1,,,21,21,22,Local Outbreak
France,2003,3,,2,,0,,5,7,,,46,46,53,Local Outbreak
France,2003,4,,2,,1,,5,8,,,75,75,83,Regional Outbreak
France,2003,5,,1,,1,,11,13,,,66,66,79,Regional Outbreak
France,2003,6,,7,,1,,41,49,,,113,113,162,Regional Outbreak
France,2003,7,,5,,0,,46,51,,,107,107,158,Regional Outbreak
France,2003,8,,7,,0,,51,58,,,66,66,124,Regional Outbreak
France,2003,9,,3,,0,,49,52,,,36,36,88,Regional Outbreak
France,2003,10,,5,,1,,45,51,,,20,20,71,Local Outbreak
France,2003,11,,2,,0,,30,32,,,13,13,45,Regional Outbreak
France,2003,12,,3,,3,,70,76,,,10,10,86,Regional Outbreak
France,2003,13,,2,,1,,53,56,,,14,14,70,Sporadic
France,2003,14,,5,,1,,46,52,,,1,1,53,Sporadic
France,2003,15,,0,,0,,67,67,,,4,4,71,Sporadic
France,2003,16,,7,,2,,40,49,,,1,1,50,Sporadic
France,2003,17,,0,,0,,5,5,,,1,1,6,Sporadic
France,2003,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2003,39,,0,,0,,0,0,,,,,0,No Activity
France,2003,40,0,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2003,41,,,,,,5,5,,,,,5,No Activity
France,2003,42,,,,1,,19,20,,,,,20,Sporadic
France,2003,43,,0,,1,,19,20,,,,,20,Sporadic
France,2003,44,,,,4,,12,16,,,,,16,Sporadic
France,2003,45,,0,,8,,21,29,,,,,29,Local Outbreak
France,2003,46,,,,35,,86,121,,,,,121,Regional Outbreak
France,2003,47,,,,57,,163,220,,,1,1,221,Regional Outbreak
France,2003,48,,0,,26,,153,179,,,,,179,Regional Outbreak
France,2003,49,,0,,53,,112,165,,,,,165,Regional Outbreak
France,2003,50,,1,,44,,204,249,,,,,249,Regional Outbreak
France,2003,51,,2,,29,,142,173,,,,,173,Widespread Outbreak
France,2003,52,,,,14,,77,91,,,,,91,Local Outbreak
France,2004,1,,,,17,,26,43,,,,,43,Sporadic
France,2004,2,,,,11,,30,41,,,,,41,Local Outbreak
France,2004,3,,0,,0,,2,2,,,,,2,Sporadic
France,2004,4,,0,,1,,4,5,,,,,5,Sporadic
France,2004,5,,,,1,,4,5,,,,,5,Sporadic
France,2004,6,,0,,0,,3,3,,,,,3,Sporadic
France,2004,7,,0,,0,,1,1,,,,,1,Sporadic
France,2004,8,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,9,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,10,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,11,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,12,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,13,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,14,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,15,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,16,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,17,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,39,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2004,40,,0,,0,,0,0,,,,,0,No Activity
France,2004,41,,,,,,1,1,,,,,1,No Activity
France,2004,42,,,,1,,,1,,,,,1,No Activity
France,2004,43,,0,,0,,0,0,,,,,0,No Activity
France,2004,44,,,,,,1,1,,,,,1,No Activity
France,2004,45,,0,,0,,0,0,,,,,0,No Activity
France,2004,46,,,,,,1,1,,,,,1,No Activity
France,2004,47,,0,,0,,0,0,,,,,0,No Activity
France,2004,48,,0,,0,,0,0,,,,,0,No Activity
France,2004,49,,0,,0,,0,0,,,,,0,No Activity
France,2004,50,,1,,1,,1,3,,,,,3,Sporadic
France,2004,51,,0,,0,,0,0,,,,,0,No Activity
France,2004,52,,2,,4,,4,10,,,1,1,11,Sporadic
France,2004,53,,,,6,,7,13,,,1,1,14,Sporadic
France,2005,1,,,,7,,13,20,,,,,20,Sporadic
France,2005,2,,,,9,,22,31,,,2,2,33,Regional Outbreak
France,2005,3,,,,23,,58,81,,,3,3,84,Regional Outbreak
France,2005,4,,1,,26,,85,112,,,2,2,114,Regional Outbreak
France,2005,5,,3,,41,,149,193,,,2,2,195,Regional Outbreak
France,2005,6,,3,,45,,156,204,,,5,5,209,Regional Outbreak
France,2005,7,,2,,54,,115,171,,,3,3,174,Regional Outbreak
France,2005,8,,2,,34,,81,117,,,4,4,121,Local Outbreak
France,2005,9,,,,56,,58,114,,,10,10,124,Local Outbreak
France,2005,10,,2,,45,,56,103,,,17,17,120,Local Outbreak
France,2005,11,,5,,36,,39,80,,,13,13,93,Local Outbreak
France,2005,12,,1,,7,,13,21,,,11,11,32,Sporadic
France,2005,13,,2,,30,,11,43,,,17,17,60,Sporadic
France,2005,14,,3,,2,,7,12,,,11,11,23,Sporadic
France,2005,15,,3,,1,,4,8,,,5,5,13,Sporadic
France,2005,16,,,,1,,,1,,,1,1,2,No Activity
France,2005,17,,,,,,1,1,,,,,1,No Activity
France,2005,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,39,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2005,40,,0,,0,,0,0,,,,,0,No Activity
France,2005,41,,0,,0,,0,0,,,,,0,No Activity
France,2005,42,,0,,0,,0,0,,,,,0,No Activity
France,2005,43,,0,,0,,0,0,,,,,0,No Activity
France,2005,44,,0,,0,,0,0,,,,,0,No Activity
France,2005,45,,0,,0,,0,0,,,,,0,No Activity
France,2005,46,,0,,0,,0,0,,,,,0,No Activity
France,2005,47,,0,,0,,0,0,,,,,0,No Activity
France,2005,48,,0,,0,,0,0,,,1,1,1,No Activity
France,2005,49,,3,,,,,3,,,2,2,5,No Activity
France,2005,50,,0,,0,,0,0,,,,,0,No Activity
France,2005,51,,,,,,1,1,,,1,1,2,Sporadic
France,2005,52,,1,,,,3,4,,,6,6,10,Sporadic
France,2006,1,,2,,1,,4,7,,,4,4,11,Sporadic
France,2006,2,,2,,,,2,4,,,1,1,5,Sporadic
France,2006,3,,1,,,,9,10,,,6,6,16,Sporadic
France,2006,4,,12,,,,5,17,,,12,12,29,Sporadic
France,2006,5,,15,,2,,13,30,,,19,19,49,Sporadic
France,2006,6,,16,,,,30,46,,,29,29,75,Regional Outbreak
France,2006,7,,16,,1,,43,60,,,50,50,110,Regional Outbreak
France,2006,8,,12,,,,25,37,,,61,61,98,Regional Outbreak
France,2006,9,,5,,1,,19,25,,,32,32,57,Regional Outbreak
France,2006,10,,10,,2,,11,23,,,38,38,61,Local Outbreak
France,2006,11,,10,,,,23,33,,,37,37,70,Regional Outbreak
France,2006,12,,10,,,,7,17,,,53,53,70,Regional Outbreak
France,2006,13,,3,,,,8,11,,,44,44,55,Sporadic
France,2006,14,,1,,,,9,10,,,13,13,23,Sporadic
France,2006,15,,5,,,,3,8,,,9,9,17,Sporadic
France,2006,16,,,,1,,2,3,,,1,1,4,No Activity
France,2006,17,,,,,,1,1,,,1,1,2,No Activity
France,2006,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,39,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2006,40,,0,,0,,0,0,,,,,0,No Activity
France,2006,41,,0,,0,,0,0,,,,,0,No Activity
France,2006,42,,0,,0,,0,0,,,,,0,No Activity
France,2006,43,,0,,0,,0,0,,,,,0,No Activity
France,2006,44,,0,,0,,0,0,,,,,0,No Activity
France,2006,45,,0,,0,,0,0,,,,,0,No Activity
France,2006,46,,0,,0,,0,0,,,,,0,No Activity
France,2006,47,,0,,1,,0,1,,,,,1,No Activity
France,2006,48,,0,,1,,0,1,,,,,1,No Activity
France,2006,49,,,,1,,1,2,,,,,2,Sporadic
France,2006,50,,,,3,,1,4,,,,,4,Sporadic
France,2006,51,,,,9,,3,12,,,,,12,Sporadic
France,2006,52,,,,10,,18,28,,,,,28,Sporadic
France,2007,1,,,,5,,15,20,,,,,20,Sporadic
France,2007,2,,,,21,,24,45,,,,,45,Sporadic
France,2007,3,,,,34,,61,95,,,,,95,Local Outbreak
France,2007,4,,1,,28,,109,138,,,,,138,Local Outbreak
France,2007,5,,,,36,,128,164,,,,,164,Local Outbreak
France,2007,6,,,,18,,183,201,,,1,1,202,Local Outbreak
France,2007,7,,,,12,,152,164,,,,,164,Local Outbreak
France,2007,8,,,,17,,98,115,,,,,115,Sporadic
France,2007,9,,,,4,,46,50,,,,,50,Sporadic
France,2007,10,,,,4,,17,21,,,,,21,Sporadic
France,2007,11,,,,,,2,2,,,,,2,No Activity
France,2007,12,,,,,,6,6,,,,,6,No Activity
France,2007,13,,,,,,2,2,,,,,2,No Activity
France,2007,14,,,,,,2,2,,,,,2,No Activity
France,2007,15,,0,,0,,0,0,,,,,0,No Activity
France,2007,16,,,,,,1,1,,,,,1,No Activity
France,2007,17,,,,,,1,1,,,,,1,No Activity
France,2007,18,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,39,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2007,40,,,,,,2,2,,,,,2,No Activity
France,2007,41,,,,,,1,1,,,,,1,No Activity
France,2007,42,,0,,0,,0,0,,,,,0,No Activity
France,2007,43,,0,,0,,0,0,,,,,0,No Activity
France,2007,44,,0,,0,,0,0,,,,,0,No Activity
France,2007,45,,0,,0,,0,0,,,,,0,No Activity
France,2007,46,,,,,,1,1,,,,,1,No Activity
France,2007,47,,,,,,1,1,,,,,1,No Activity
France,2007,48,,,,,,1,1,,,,,1,No Activity
France,2007,49,,2,,,,3,5,,,,,5,Sporadic
France,2007,50,,1,,,,7,8,,,,,8,Sporadic
France,2007,51,,7,,,,6,13,,,3,3,16,Sporadic
France,2007,52,,5,,0,,10,15,,,4,4,19,Sporadic
France,2008,1,,11,,,,30,41,,,10,10,51,Sporadic
France,2008,2,,13,,1,,56,70,,,19,19,89,Local Outbreak
France,2008,3,,7,,,,94,101,,,23,23,124,Local Outbreak
France,2008,4,,22,,2,,104,128,,,25,25,153,Local Outbreak
France,2008,5,,20,,2,,115,137,,,45,45,182,Local Outbreak
France,2008,6,,22,,0,,115,137,,,41,41,178,Local Outbreak
France,2008,7,,10,,,,87,97,,,61,61,158,Local Outbreak
France,2008,8,,5,,,,62,67,,,71,71,138,Local Outbreak
France,2008,9,,3,,,,22,25,,,37,37,62,Local Outbreak
France,2008,10,,2,,,,15,17,,,45,45,62,Local Outbreak
France,2008,11,,2,,,,10,12,,,35,35,47,Sporadic
France,2008,12,,,,,,3,3,,,21,21,24,Sporadic
France,2008,13,,1,,0,,5,6,,,24,24,30,Sporadic
France,2008,14,,0,,0,,2,2,,,20,20,22,Sporadic
France,2008,15,,,,,,1,1,,,24,24,25,Sporadic
France,2008,16,,,,,,,,,,15,15,15,Sporadic
France,2008,17,,,,,,1,1,,,3,3,4,No Activity
France,2008,18,,,,,,,,,,3,3,3,No Activity
France,2008,19,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,20,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,21,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,22,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,23,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,24,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,25,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,26,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,27,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,28,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,29,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,30,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,31,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,32,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,33,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,34,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,35,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,36,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,37,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,38,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,39,0,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2008,40,,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2008,41,,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2008,42,,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2008,43,,0,0,1,0,0,1,0,0,0,0,1,No Activity
France,2008,44,,0,0,3,0,1,4,0,0,0,0,4,No Activity
France,2008,45,,0,0,4,0,3,7,0,0,1,1,8,No Activity
France,2008,46,,0,0,3,0,1,4,0,0,0,0,4,No Activity
France,2008,47,,0,0,4,0,3,7,0,0,1,1,8,Sporadic
France,2008,48,,2,0,3,0,6,11,0,0,0,0,11,Sporadic
France,2008,49,,1,0,15,0,13,29,0,0,1,1,30,Sporadic
France,2008,50,,2,0,44,0,26,72,0,0,7,7,79,Sporadic
France,2008,51,,6,0,72,0,71,149,0,0,1,1,150,Sporadic
France,2008,52,,1,0,35,0,157,193,0,0,5,5,198,Regional Outbreak
France,2009,1,,0,0,52,0,166,218,0,0,8,8,226,Regional Outbreak
France,2009,2,,1,0,77,0,216,294,0,0,5,5,299,Regional Outbreak
France,2009,3,,1,0,92,0,329,422,0,0,10,10,432,Regional Outbreak
France,2009,4,,2,0,76,0,289,367,0,0,10,10,377,Regional Outbreak
France,2009,5,,0,0,54,0,194,248,0,0,24,24,272,Regional Outbreak
France,2009,6,,2,0,29,0,159,190,0,0,35,35,225,Regional Outbreak
France,2009,7,,0,0,9,0,77,86,0,1,35,36,122,Regional Outbreak
France,2009,8,,0,0,12,0,29,41,0,1,56,57,98,Regional Outbreak
France,2009,9,,0,0,4,0,19,23,0,0,61,61,84,Regional Outbreak
France,2009,10,,0,0,1,0,5,6,0,0,58,58,64,Sporadic
France,2009,11,,0,0,0,0,5,5,0,0,68,68,73,Sporadic
France,2009,12,,0,0,0,0,0,0,0,0,45,45,45,Sporadic
France,2009,13,,0,0,1,0,1,2,0,0,63,63,65,Sporadic
France,2009,14,,0,0,0,0,2,2,0,2,46,48,50,Sporadic
France,2009,15,,0,0,0,0,1,1,0,0,34,34,35,Sporadic
France,2009,16,,0,0,0,0,5,5,0,0,11,11,16,Sporadic
France,2009,17,,0,0,0,0,2,2,0,0,12,12,14,Sporadic
France,2009,18,,0,0,0,0,1,1,0,0,5,5,6,Sporadic
France,2009,19,,0,1,0,0,8,9,0,1,4,5,14,No Report
France,2009,20,,0,4,0,0,1,5,0,0,1,1,6,No Report
France,2009,21,,0,3,0,0,0,3,0,0,0,0,3,No Report
France,2009,22,,0,10,0,0,1,11,0,0,2,2,13,No Report
France,2009,23,,0,16,0,0,3,19,0,0,1,1,20,No Report
France,2009,24,,0,11,0,0,2,13,0,0,3,3,16,No Report
France,2009,25,,0,10,0,0,2,12,0,0,2,2,14,No Report
France,2009,26,,0,16,0,0,2,18,0,0,1,1,19,No Report
France,2009,27,,0,17,0,0,3,20,0,0,0,0,20,No Report
France,2009,28,,0,9,0,0,2,11,0,0,0,0,11,No Report
France,2009,29,,0,23,0,0,1,24,0,0,0,0,24,No Report
France,2009,30,,0,15,0,0,0,15,0,0,0,0,15,No Report
France,2009,31,,0,10,0,0,1,11,0,0,0,0,11,No Report
France,2009,32,,0,16,0,0,2,18,0,0,0,0,18,No Report
France,2009,33,,0,23,0,0,1,24,0,0,0,0,24,No Report
France,2009,34,,0,35,0,0,0,35,0,0,0,0,35,No Report
France,2009,35,,0,45,0,0,0,45,0,0,0,0,45,No Report
France,2009,36,,0,33,0,0,3,36,0,0,0,0,36,No Report
France,2009,37,,0,108,1,0,3,112,0,0,0,0,112,No Report
France,2009,38,,0,67,4,0,7,78,0,0,0,0,78,No Report
France,2009,39,1714,0,114,6,0,4,124,0,0,1,1,125,Sporadic
France,2009,40,1933,0,108,0,0,9,117,0,0,2,2,119,Sporadic
France,2009,41,1729,0,242,1,0,14,257,0,0,1,1,258,Sporadic
France,2009,42,1333,0,284,0,0,23,307,0,0,0,0,307,Sporadic
France,2009,43,1498,0,721,1,0,61,783,0,0,0,0,783,Sporadic
France,2009,44,2100,0,1308,1,0,182,1491,0,0,2,2,1493,Sporadic
France,2009,45,2000,0,1346,1,0,72,1419,0,0,2,2,1421,Sporadic
France,2009,46,2606,0,1853,1,0,106,1960,0,0,0,0,1960,Sporadic
France,2009,47,4641,0,3509,1,0,145,3655,0,0,0,0,3655,Regional Outbreak
France,2009,48,5352,0,3877,1,0,195,4073,0,0,1,1,4074,Regional Outbreak
France,2009,49,5398,0,3426,2,0,183,3611,0,0,0,0,3611,Widespread Outbreak
France,2009,50,4640,0,2666,1,0,127,2794,0,0,0,0,2794,Regional Outbreak
France,2009,51,3573,0,1551,2,0,86,1639,0,0,0,0,1639,Widespread Outbreak
France,2009,52,2713,0,1028,1,0,60,1089,0,0,0,0,1089,Regional Outbreak
France,2009,53,2470,0,637,0,0,31,668,0,0,0,0,668,Regional Outbreak
France,2010,1,1778,0,248,0,0,32,280,0,0,0,0,280,Regional Outbreak
France,2010,2,1463,1,137,0,0,19,157,0,0,0,0,157,Sporadic
France,2010,3,1364,0,89,0,0,18,107,0,0,1,1,108,Sporadic
France,2010,4,1110,0,41,0,0,16,57,0,0,0,0,57,Sporadic
France,2010,5,989,0,26,0,0,14,40,0,0,1,1,41,Sporadic
France,2010,6,871,0,15,0,0,10,25,0,0,0,0,25,Sporadic
France,2010,7,720,0,13,0,0,9,22,0,0,0,0,22,Sporadic
France,2010,8,639,0,4,0,0,4,8,0,0,1,1,9,No Activity
France,2010,9,627,0,7,0,0,5,12,0,0,0,0,12,Sporadic
France,2010,10,547,0,2,0,0,1,3,0,1,5,6,9,No Activity
France,2010,11,554,0,3,0,0,2,5,0,1,0,1,6,Sporadic
France,2010,12,492,0,1,0,0,0,1,0,0,0,0,1,Sporadic
France,2010,13,523,0,1,0,0,1,2,0,1,1,2,4,Sporadic
France,2010,14,356,0,0,0,0,1,1,0,1,2,3,4,No Activity
France,2010,15,437,0,0,0,0,0,0,0,0,3,3,3,Sporadic
France,2010,16,367,0,0,0,0,0,0,0,0,2,2,2,Sporadic
France,2010,17,299,0,2,0,0,1,3,0,0,1,1,4,Sporadic
France,2010,18,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,19,,0,0,0,0,0,0,0,1,3,4,4,No Report
France,2010,20,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,21,1398,0,0,0,0,0,0,0,0,1,1,1,No Activity
France,2010,22,,0,0,0,0,0,0,0,1,1,2,2,No Report
France,2010,23,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,24,,0,0,0,0,0,0,0,0,1,1,1,No Report
France,2010,25,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,26,1790,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2010,27,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,28,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,29,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,30,1065,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2010,31,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,32,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,33,,0,0,0,0,0,0,0,0,0,0,0,No Report
France,2010,34,,0,0,0,0,0,0,0,0,1,1,1,No Report
France,2010,35,1282,0,0,0,0,0,0,0,0,0,0,0,No Activity
France,2010,36,368,0,0,0,0,0,0,0,1,1,2,2,No Activity
France,2010,37,265,0,0,0,0,0,0,0,0,0,0,0,Sporadic
France,2010,38,504,0,0,2,0,0,2,0,0,0,0,2,No Activity
